userid,songid
00000007,4LwOrnuxJwR7C5Sw4liY4Z
00000007,4IYKjN1DrYzxKXt0umJqsG
00000007,31bf9SEOppLU6lQ85d8om6
00000007,6REZUx5kZ8H8RRnIlKgINi
00000007,43uQtNJUmlEdJtjbz6GdGL
00000007,2Ih217RCGAmyQR68Nn7Cqo
00000007,7cFpB4ozcSwXuhqjvNbrbP
00000007,74ozBdPG4zfj1hv7EF5hwP
00000007,3DarAbFujv6eYNliUTyqtz
00000007,2gam98EZKrF9XuOkU13ApN
00000007,3wKKkGVn7cVSfgPeYYIiXG
00000008,4faiJXyBflUVVOOE9fxbeg
00000008,3GW3dMxqIbl14cZtpLRQBy
00000008,3ZdJffjzJWFimSQyxgGIxN
00000008,1ZAyjvIk9YiD76yYy0TEG6
00000008,3fyMH1t6UPeR5croea9PrR
00000008,0tIG1vFpmO37RDRvcjQRg0
00000008,4MeDnO5yA2Zi6IMlVApRci
00000008,1V4jC0vJ5525lEF1bFgPX2
00000008,5eqK0tbzUPo2SoeZsov04s
00000008,7n8UWYTawkrcC1KBsY5XRc
00000008,4Kd0FzFpOgIGxlBl4HXuFn
00000008,1xznGGDReH1oQq0xzbwXa3
00000008,1oTHteQbmJw15rPxPVXUTv
00000008,3XabgBQYC7H80agKcAq83Y
00000008,7K4Aq4awgYvDKEJdEvvl4j
00000008,3xhTCpyWpZJ6z5miHy8TRF
00000008,1UMKquW1olreYO1LlLmTqi
00000008,0TKWHD7sbO0CrEAdegPLZm
00000009,4Km5HrUvYTaSUfiSGPJeQR
00000009,0b8qcIPuFq77U6ifMUAVUP
00000009,22UDw8rSfLbUsaAGTXQ4Z8
00000009,7LR85XLWw2yXqKBSI5brbG
00000009,66TRwr5uJwPt15mfFkzhbi
00000009,72i5s3SBDEkaRUOgUTlkfO
00000009,2xH94bp1TPSMPPPnnSwIGL
00000009,53GO7SC0UJhG8Rcuvf5Zub
00000009,2SuMoyOaAVBg5AzfKyZaKV
00000009,6t2eIONH4Sax3R21QWiKNp
00000009,5aooThgj87ID0vgiyvcjPM
00000009,5mu1uv8RmzDkF8foePK5qa
00000009,53BZ6XygAoubR5DU5w38Vq
00000009,7nR3jmYBf3e9TEf6zpJiZb
00000009,0AOvNRgl0SMfOibWA5bP8o
00000009,7BMO7O7ImjV8HNTH74Tshv
00000009,2jGUAB6hKlzK0pZmZpQ02g
00000010,2h2V4peAb0UQDMBAP2H9Ys
00000010,3ORfa5ilEthp2U0TRcv7kv
00000010,6dBQ5asGzaKH9313wBxvIz
00000010,1EM23A621Z0QyTlWKu7T1l
00000010,39jxVaEhI8R7csdu7GAjmL
00000010,5F7caGhe84C6ONva5S8yXF
00000010,4DCHUu9qgrtFIY5o184J6z
00000010,20FZrLl9zSbO9b3DhaqO6M
00000010,7bHT9osSq1rwT2yaImzqCi
00000010,12PNcnMsjsZ3eHm62t8hiy
00000010,3USxtqRwSYz57Ewm6wWRMp
00000010,24PWKmemCvqfyVXODhoKHW
00000010,7Ezwtgfw7khBrpvaNPtMoT
00000010,5mu1uv8RmzDkF8foePK5qa
00000010,2MbdDtCv5LUVjYy9RuGTgC
00000010,2QEvKBP0cHfx1aSvCWDYco
00000010,13jHiHnThQnn6TO4XE0gdh
00000010,2V4bv1fNWfTcyRJKmej6Sj
00000010,4sWuPniHClkInYAnzXAYUF
00000010,4f7i5mGkpmjORhoN77kSch
00000010,7xYnUQigPoIDAMPVK79NEq
00000010,7DbdUf8aHSYoliSjO6LZv6
00000010,7dt6x5M1jzdTEt8oCbisTK
00000010,6TYPoBrn53njY2C0WwdmA1
00000010,0EWr7rj8u0R2o8hX397Mwa
00000010,1YR9iNGXtsbrd8deR9ULDD
00000010,4MY1LZRZOblNUawGvCehBn
00000010,2fT7jfIwN62hWmhVcfP1Cg
00000010,75ZvA4QfFiZvzhj2xkaWAh
00000010,6foxplXS0YEq8cO374Lty4
00000010,6u5M4jPpYkoRV4vVHDQvkd
00000010,5WoaF1B5XIEnWfmb5NZikf
00000010,4ycLiPVzE5KamivXrAzGFG
00000010,22UDw8rSfLbUsaAGTXQ4Z8
00000010,5it88Z5VrCoIoydnt5tdQR
00000010,7rOIWUhSfjWh4E7443PYE8
00000010,1ZAyjvIk9YiD76yYy0TEG6
00000010,67UivNNJwBPb8XS7r4fGmf
00000010,7nR3jmYBf3e9TEf6zpJiZb
00000010,7BKLCZ1jbUBVqRi2FVlTVw
00000010,2CWgsjHSIz6cNFiueadyQs
00000010,2LEF1A8DOZ9wRYikWgVlZ8
00000011,5A6OHHy73AR5tLxgTc98zz
00000011,2IpGdrWvIZipmaxo1YRxw5
00000011,5Z01UMMf7V1o0MzF86s6WJ
00000011,16XNk3bVCSHXN1rlwbXtHb
00000011,2ajhenDRiiAnCHHjsIOHhJ
00000011,2zoobJFEB9h15fjYjRd6oP
00000011,0PvFJmanyNQMseIFrU708S
00000011,4h5KBcltGefua73AUPYps7
00000011,5r29mFrurlVBbqJzjr2XW6
00000011,6V5r8IMSL7wTZlFmi8AjR0
00000011,0LFcFGLYTX6UmeIdO7NVd7
00000011,69WMdZSqdQwFgLVpbMsZ2J
00000011,0osPX8TruIebOhKuG6GK8C
00000011,2znzyzlAUc8Z1Ikq9aFOcx
00000011,61ehOd7NByNLD1C5AcQhEb
00000011,4UhUXGXEeq3mPJyzZkx9fY
00000011,7uKcScNXuO3MWw6LowBjW1
00000011,3Ti0GdlrotgwsAVBBugv0I
00000011,2Vpj5colB0MPy3Zg5SITEC
00000011,7IhsLJMqdxoo7YAZjaSMru
00000011,00i2HU7TEzzftShjRrDSEF
00000011,5uDASfU19gDxSjW8cnCaBp
00000011,3kZoay4ANo86ehb6s4RwS9
00000011,1Oi2zpmL81Q0yScF1zxaC0
00000011,5z7mYFfhw6N6f23VwrokJD
00000011,0xzEDBVP6SmgByZePlbUvT
00000011,6REbwUNlppTfcnV4d4ZoZi
00000011,1lih9AUGlOI2qbAkptdBsr
00000011,1UMKquW1olreYO1LlLmTqi
00000011,4zYTZvtcww7OWKie7fxA9E
00000011,0TwBtDAWpkpM3srywFVOV5
00000011,5GPm7PsMQwceQvfYlGXcCt
00000011,33OeHNGJA124QytVD0BeQK
00000011,6aJ90LBl96bly9zuEH1U2X
00000011,1IAzD1muglOxOcPbUHs70R
00000011,4QEoAZj6fVeSHj9ti2JpN8
00000011,5HQVUIKwCEXpe7JIHyY734
00000011,6g7bQ8qabCjVQQj2giiYZZ
00000011,5QbzvnhnS0CZMHjFGIwfHd
00000011,0O45fw2L5vsWpdsOdXwNAR
00000011,2JpUkUR0OsOlUUfm6iS8ic
00000011,5mu1uv8RmzDkF8foePK5qa
00000012,3GMR3hyv8BccozoebVMve3
00000012,1sbEeUY8KsdvgiQi26JBFz
00000012,15qrWkkYCfmtu1uRpGf48L
00000012,4ubprxt14HoeppCGViXXfN
00000012,22VdIZQfgXJea34mQxlt81
00000012,0b9oOr2ZgvyQu88wzixux9
00000012,4bUfMNNmiCmPXVyWzIfKeZ
00000012,0Qr9Dl5b43RAZuXTSqzBzu
00000012,6ezg5Mm5UEEi3Oqsbb7Cjn
00000012,5U1lQBg8zLFZCv9UzU6Noh
00000012,2tN2Kvzm2ITh1jnMKjjWBZ
00000012,2JzZzZUQj3Qff7wapcbKjc
00000012,2CWgsjHSIz6cNFiueadyQs
00000012,0EHR9OObFtjlhQB8wSt1m7
00000012,4Km5HrUvYTaSUfiSGPJeQR
00000012,3NOq1Gpiy4KwDni8NhOmHQ
00000012,2wAJTrFhCnQyNSD3oUgTZO
00000012,0fioLzGM8ngbD1w6fMmm45
00000012,1ozdRCYFVt8Ui0dba1520D
00000012,7n2Dqgp4iXd8Zorfj9XSYo
00000012,1WoOzgvz6CgH4pX6a1RKGp
00000012,1wva1IlWLDNLgwipUWcmjy
00000012,29d0nY7TzCoi22XBqDQkiP
00000012,0n4bITAu0Y0nigrz3MFJMb
00000012,4faiJXyBflUVVOOE9fxbeg
00000012,285pBltuF7vW8TeWk8hdRR
00000012,0Q0IVlqMV64kNLlwjPj0Hl
00000012,0WKYRFtH6KKbaNWjsxqm70
00000012,3cSuhzV7wKX5diQ8hos78P
00000012,6S5SJlNXgrUBTLa58NMwGk
00000012,72i5s3SBDEkaRUOgUTlkfO
00000012,6lEIjrQNwJPecJ7mMXjhjo
00000012,7pNC5ZIKtwUK0ReSpM3P9f
00000012,5IFCyWplye09HytIP80RCF
00000012,6gpZSI0xEMTzleBc5ykOVA
00000013,23NWj2izXAJ4yL6Nah73wf
00000013,71A6V5dh5Y8ikhm6NGwZ7p
00000013,6o3s08kk2fQI37vxGZDrJ1
00000013,5tz69p7tJuGPeMGwNTxYuV
00000013,3bA5Xfk5JyPGtBh00GX8Gk
00000013,5HCyWlXZPP0y6Gqq8TgA20
00000013,4EWCNWgDS8707fNSZ1oaA5
00000013,7qiZfU4dY1lWllzX7mPBI3
00000013,7oJrVhiTPZGBXWPwhxjy9S
00000013,0lSCiYLez4KwmOGS1HKb7t
00000013,5SkRLpaGtvYPhw02vZhQQ9
00000013,0s9A4pUBLw68E76vY8LU9K
00000013,3ORfa5ilEthp2U0TRcv7kv
00000013,7n2Dqgp4iXd8Zorfj9XSYo
00000013,16XNk3bVCSHXN1rlwbXtHb
00000013,5ljCWsDlSyJ41kwqym2ORw
00000013,5KSJ9k1FYjFLnIRlJT2wF8
00000013,3IrkbGQCoEPAkzJ0Tkv8nm
00000013,7EQGXaVSyEDsCWKmUcfpLk
00000013,3jagJCUbdqhDSPuxP8cAqF
00000013,0wfuwgtWKZYRYAONxXPjPO
00000013,4Kd0FzFpOgIGxlBl4HXuFn
00000013,2xH94bp1TPSMPPPnnSwIGL
00000013,5vIu19A3EEdHgFM4Cba6F4
00000013,7y911sqgHGHcyU4ivapjwi
00000013,3FfzdhMWVcjtyKbyuV0L7u
00000013,7u6aTzXw1JtiK5sr7XctFs
00000013,0k2GOhqsrxDTAbFFSdNJjT
00000013,6BdgtqiV3oXNqBikezwdvC
00000013,2fsULZDbmjjZPtr1PfeBRz
00000013,5IZc3KIVFhjzJ0L2kiXzUl
00000013,1ei3hzQmrgealgRKFxIcWn
00000013,2H1047e0oMSj10dgp7p2VG
00000013,09EwNbGvUyu7BDEYG0cJro
00000013,3ia3dJETSOllPsv3LJkE35
00000014,4tIPgKJa5DVpJqu7GvH4gU
00000014,1WoOzgvz6CgH4pX6a1RKGp
00000014,1yy2DlSDtEt90d54rPDPXz
00000014,4qKcDkK6siZ7Jp1Jb4m0aL
00000014,4FI0rdztOAYJZMupujL5Gp
00000014,5E75Cr0oqxGoX0YYwdC3nZ
00000014,3QybPutx0Tjk472bBKjNWn
00000014,4Onlx3t98YDeu8bM7wRS5K
00000014,7eBqSVxrzQZtK2mmgRG6lC
00000014,3AEgic4yp82NxMWUjHtxnO
00000014,1bTphHXspys3RvvRxfzzIc
00000014,5dANgSy7v091dhiPnEXNrf
00000014,2fT7jfIwN62hWmhVcfP1Cg
00000014,3c3uUUJUzIxnhynlz30dgV
00000014,285pBltuF7vW8TeWk8hdRR
00000014,1xQ6trAsedVPCdbtDAmk0c
00000014,6giYNaycmjkbf7UmZ6RGtL
00000014,3yfqSUWxFvZELEM4PmlwIR
00000014,5rXkgeY6rpcHcsolCpXZHR
00000014,43TP6JCWXgkc2D7Xjz5hBr
00000014,2iDjCLUOGhJtz5cPHljGVd
00000014,1kBbgxAUc4HQv7cgIayIDH
00000014,4wqzOaLxiCRy2Et8tRyNSX
00000014,53SyS13jh56ii7rlD19cWG
00000014,5OI48E8HqkN8fnTOu3Hfuf
00000014,3erAiWBiKsbVG39cqCrsI0
00000014,7J41dYQolQJEtj3UmKLu5r
00000014,0B8drtTSp68pZdkmVrG9ZA
00000014,0TKWHD7sbO0CrEAdegPLZm
00000014,5kGCh49aqeRMkEOhQ9mcrW
00000014,7BKLCZ1jbUBVqRi2FVlTVw
00000014,5l4WHxaPQ4gVeGhYJQnsGr
00000015,7KOlJ92bu51cltsD9KU5I7
00000015,49zD0wr2S3d0lZPib0K4e1
00000015,3Jv1XgMPVjdN5xGfnRJ20s
00000015,0XRbYXQUymj9SJkrr8YK5B
00000015,41PWz0hAiU9FqsmjR9Wh62
00000015,4PmMVdIFpJTB9WQbmILf4p
00000015,5eGEc27nnhtmcOh6RC890a
00000015,0O45fw2L5vsWpdsOdXwNAR
00000015,4JYUDRtPZuVNi7FAnbHyux
00000015,0b9oOr2ZgvyQu88wzixux9
00000015,1sVWMLqlYqOmd4praL4HxN
00000015,07u02f6biDHx5VexfAs41b
00000015,6YTp4sUEi3oWNToQvOjke6
00000015,53SyS13jh56ii7rlD19cWG
00000015,1ei3hzQmrgealgRKFxIcWn
00000015,4MeDnO5yA2Zi6IMlVApRci
00000015,6u5M4jPpYkoRV4vVHDQvkd
00000015,4ZtFanR9U6ndgddUvNcjcG
00000015,1cEhrSF6EylAEqdhUGuNpX
00000015,6TrNRd98WksT9Kkmx9uj6R
00000015,7KwZNVEaqikRSBSpyhXK2j
00000015,1OmcAT5Y8eg5bUPv9qJT4R
00000015,3nqQXoyQOWXiESFLlDF1hG
00000015,3qDbBtbRv6eBls6q51pAL7
00000015,72KLMEKkWDJfqQ2iiwDqHa
00000015,4gdQ8QShlC3toP9Mkc8DwB
00000015,28AUzRo0nQLESL55WDV0um
00000015,5tz69p7tJuGPeMGwNTxYuV
00000015,7aEjUdVMgHPQQdIIcaWnyt
00000015,23wfXwnsPZYe5A1xXRHb3J
00000015,62vpWI1CHwFy7tMIcSStl8
00000015,7u6aTzXw1JtiK5sr7XctFs
00000015,5QbzvnhnS0CZMHjFGIwfHd
00000015,53duuSwaLOZuIrELvZXqLH
00000015,0rSVWYKiBkirydeEyFevAn
00000015,2xTft6GEZeTyWNpdX94rkf
00000016,2ajhenDRiiAnCHHjsIOHhJ
00000016,2QEvKBP0cHfx1aSvCWDYco
00000016,5BrTUo0xP1wKXLJWUaGFtk
00000016,2qPUnoasNe4Ep43emVXEig
00000016,419BgOz6TVQm8vvgiwXq5X
00000016,3NGT0Td7H4Is1qrlDQJxma
00000016,2bBClS4zzrRd4Aj59NaKSv
00000016,14msK75pk3pA33pzPVNtBF
00000016,3zkWCteF82vJwv0hRLba76
00000016,2JvzF1RMd7lE3KmFlsyZD8
00000016,5jrdCoLpJSvHHorevXBATy
00000016,3HkMNtOIciULbIrsxyl1mq
00000016,53SyS13jh56ii7rlD19cWG
00000016,1wva1IlWLDNLgwipUWcmjy
00000016,1muLq1kBLWIT3pmNC2xl0g
00000016,36Hwcla06Q5BCr59CL0sBp
00000016,2mKouqwAIdQnMP43zxR89r
00000016,39yRhjDdSTP4A7VehxBXDb
00000016,33j4CLU9UyRjO63ry5J61Q
00000016,1YQ7BbJR8HqAolfprvxGKu
00000016,7zjEyeBsaw9gV0jofJLfOM
00000016,2Lhdl74nwwVGOE2Gv35QuK
00000016,3hQCHzkE5oSA3F1xM8bpcM
00000016,0gljI0CtjpdZK6ecidfxto
00000016,7yL4wdksHlDnmKvofxMTBE
00000016,3F9ByoUqu31xU0I3G5xfVg
00000016,1AJx5jJQy9pKKxcnHm85RY
00000016,0hquQWY3xvYqN4qtiquniF
00000016,5CWyE2OcZI1HVnHBh4RrKF
00000016,03ERnTvSV5fy8WAyvA4uNP
00000016,4jTiyLlOJVJj3mCr7yfPQD
00000016,0trHOzAhNpGCsGBEu7dOJo
00000016,37BZB0z9T8Xu7U3e65qxFy
00000016,0s46SltT4On0Z6kglK1I5c
00000016,0sf12qNH5qcw8qpgymFOqD
00000016,0gs72Zn1Nxin1kvKpo9ee5
00000016,6SmPPtaMnfxgz5duA6t9Cu
00000016,0k2GOhqsrxDTAbFFSdNJjT
00000016,24vNw0Z0srb4zYXwrakw8E
00000016,6WrI0LAC5M1Rw2MnX2ZvEg
00000016,08uGhvS5MfBk7crUCpnjva
00000016,0Z2J91b2iTGLVTZC4fKgxf
00000017,3GMR3hyv8BccozoebVMve3
00000017,2Lg4kvhOrPhpGEZmSe7VAN
00000017,2Lhdl74nwwVGOE2Gv35QuK
00000017,18vdhCWxqPohnPwicDi3Xr
00000017,0lSCiYLez4KwmOGS1HKb7t
00000017,0WKYRFtH6KKbaNWjsxqm70
00000017,1IAzD1muglOxOcPbUHs70R
00000017,6IaieqiCVvsNvEt6Y7yOFa
00000017,1EM23A621Z0QyTlWKu7T1l
00000017,6o2g1BJvtYQssH84kBYs7y
00000017,3fyMH1t6UPeR5croea9PrR
00000017,7g7M96UGiA7OR79H86gV4m
00000017,5Mmk2ii6laakqfeCT7OnVD
00000017,4UhUXGXEeq3mPJyzZkx9fY
00000017,21AJQhGZpujjZQXByZAXpr
00000017,2s9NvnrAU9WahyWRa0Ou9m
00000017,1U8Ho1nOzKXYDvfigOuHG4
00000017,5r29mFrurlVBbqJzjr2XW6
00000017,6aJ90LBl96bly9zuEH1U2X
00000017,6hTBP6QLwJdxbKyLlLXrGo
00000017,1B75hgRqe7A4fwee3g3Wmu
00000017,2gwkD6igEhQbDQegRCcdoB
00000017,004vX8VwOOzObeGsrdHomf
00000017,2ImuQo1g14CTR9hZAZD3aQ
00000017,4dASQiO1Eoo3RJvt74FtXB
00000017,4WxQGUmWBRNovxlF2g8Xdv
00000017,16XNk3bVCSHXN1rlwbXtHb
00000017,6fTt0CH2t0mdeB2N9XFG5r
00000017,41PWz0hAiU9FqsmjR9Wh62
00000017,5v4GgrXPMghOnBBLmveLac
00000017,15qrWkkYCfmtu1uRpGf48L
00000017,46XvcuEZFFInDilbYUNHBn
00000017,275a9yzwGB6ncAW4SxY7q3
